SampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Firmicutes	phylum_Proteobacteria	phylum_Verrucomicrobia	phylum_unclassified_Bacteria	class_Actinobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Clostridia	class_Deltaproteobacteria	class_Erysipelotrichia	class_Gammaproteobacteria	class_Negativicutes	class_Verrucomicrobiae	class_unclassified_Bacteria	class_unclassified_Firmicutes	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Coriobacteriales	order_Desulfovibrionales	order_Enterobacteriales	order_Erysipelotrichales	order_Lactobacillales	order_Selenomonadales	order_Verrucomicrobiales	order_unclassified_Bacteria	order_unclassified_Firmicutes	family_Acidaminococcaceae	family_Bacteroidaceae	family_Clostridiaceae.1	family_Clostridiales_Incertae.Sedis.XIII	family_Coriobacteriaceae	family_Desulfovibrionaceae	family_Enterobacteriaceae	family_Erysipelotrichaceae	family_Lachnospiraceae	family_Peptostreptococcaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Rikenellaceae	family_Ruminococcaceae	family_Streptococcaceae	family_Sutterellaceae	family_Veillonellaceae	family_Verrucomicrobiaceae	family_unclassified_Bacteria	family_unclassified_Clostridiales	family_unclassified_Firmicutes	genus_Akkermansia	genus_Alistipes	genus_Anaerotruncus	genus_Anaerovorax	genus_Bacteroides	genus_Barnesiella	genus_Bilophila	genus_Blautia	genus_Butyricicoccus	genus_Butyricimonas	genus_Clostridium.IV	genus_Clostridium.XI	genus_Clostridium.XVIII	genus_Clostridium.XlVa	genus_Clostridium.XlVb	genus_Clostridium.sensu.stricto	genus_Collinsella	genus_Coprococcus	genus_Dorea	genus_Eggerthella	genus_Erysipelotrichaceae_incertae_sedis	genus_Faecalibacterium	genus_Flavonifractor	genus_Holdemania	genus_Lachnospiracea_incertae_sedis	genus_Odoribacter	genus_Oscillibacter	genus_Parabacteroides	genus_Parasutterella	genus_Phascolarctobacterium	genus_Prevotella	genus_Pseudoflavonifractor	genus_Roseburia	genus_Ruminococcus	genus_Streptococcus	genus_Veillonella	genus_unclassified_Bacteria	genus_unclassified_Clostridiales	genus_unclassified_Clostridiales_Incertae.Sedis.XIII	genus_unclassified_Coriobacteriaceae	genus_unclassified_Erysipelotrichaceae	genus_unclassified_Firmicutes	genus_unclassified_Lachnospiraceae	genus_unclassified_Porphyromonadaceae	genus_unclassified_Ruminococcaceae
ZOZOW1T-4025	0.002033151	0.551535201	0.323477721	0.034391261	0	0.075881319	0.002033151	3.45E-05	0.551466281	0.011957683	0.309245667	0.000413522	0.001447328	0.005134567	0.00751232	0	0.075881319	0.005237948	0.551466281	0.011957683	0.309142286	0.002033151	0.000413522	0.005134567	0.001447328	3.45E-05	0.00751232	0	0.075881319	0.005237948	0.00751232	0.457286605	0.000172301	0.000827044	0.002033151	0.000413522	0.005134567	0.001447328	0.115028085	0.000620283	0.049898342	0.00575485	0.020469348	0.181674076	3.45E-05	0.011682001	0	0	0.075881319	0.010820497	0.005237948	0	0.020469348	0.000413522	0.000689204	0.457286605	0.012888108	6.89E-05	0.005375788	0.000551363	0.009063028	0.014473276	0.000620283	0.000137841	0.012026603	0.001998691	0.000172301	0.001447328	0.000137841	0.002963576	0	0.000103381	0.100485889	0.000895965	0.000172301	0.032082429	0.011302939	0.037527137	0.016265206	0.00189531	0.00751232	0.000137841	0.000344602	0.00947655	0	3.45E-05	0	0.075881319	0.010820497	0.000137841	0.000585823	0	0.005237948	0.050932148	0.000379062	0.026878941
ZOZOW1T-4025-1	0.000759558	0.500801755	0.398430247	0.072242383	0	0.023799477	0.000759558	0.000337581	0.500801755	0.017554224	0.388640392	0.001350325	0.000675162	0.004894928	0.004979323	0	0.023799477	0.003797789	0.500801755	0.017554224	0.388640392	0.000675162	0.001350325	0.004894928	0.000675162	0.000337581	0.004979323	0	0.023799477	0.003797789	0.004979323	0.369398261	0.000337581	0.000253186	0.000675162	0.001350325	0.004894928	0.000675162	0.163980083	0.000253186	0.035277239	0.061608575	0.031901426	0.216220778	0.000337581	0.017301038	0	0	0.023799477	0.007426787	0.003797789	0	0.031901426	0.000675162	0.000253186	0.369398261	0.006245253	0.000337581	0.007173601	0.001181534	0.002025487	0.072242383	0.000253186	8.44E-05	0.00126593	0.002363069	0.000337581	0.000506372	0.000843953	0.000590767	0	0.000168791	0.092244071	0	0.000337581	0.048442907	0.009452274	0.027090894	0.015022365	0.001350325	0.004979323	0	0.000337581	0.024137058	0	8.44E-05	0	0.023799477	0.007426787	0	0.000168791	0	0.003797789	0.078994008	0.002531859	0.022449152
ZOZOW1T-4025-3	0.001436013	0.494284105	0.456004505	0.03183162	0	0.014472758	0.001436013	5.63E-05	0.494284105	0.013078981	0.447824863	7.04E-05	0.000351964	0.000112628	0.006504294	0	0.014472758	0.00126707	0.494284105	0.013078981	0.447810784	0.001393777	7.04E-05	0.000112628	0.000351964	4.22E-05	0.006504294	0	0.014472758	0.00126707	0.006391665	0.410418133	0.001633113	0.0003942	0.001393777	7.04E-05	0.000112628	0.000351964	0.223468957	0.00049275	0.030240743	0.036759116	0.016288892	0.215908771	4.22E-05	0.013022666	0.000112628	0	0.014472758	0.005786287	0.00126707	0	0.016288892	8.45E-05	0.000225257	0.410375898	0.007081515	1.41E-05	0.019949317	0.001112206	0.001689427	0.039279178	0.00049275	7.04E-05	0.000774321	0.002238491	0.001633113	0.001182599	0.000675771	0.005476559	0	0.000211178	0.140926369	0.000267493	1.41E-05	0.088216247	0.008686471	0.011938617	0.012065325	0.000478671	0.006391665	0	0.000211178	0.029649444	0	2.82E-05	0.000112628	0.014472758	0.005786287	0.000168943	0.000211178	0	0.00126707	0.076291708	0.000718006	0.02207518
ZOZOW1T-4025-4	0.001130176	0.40700024	0.509640741	0.053666221	0	0.025959793	0.001130176	3.42E-05	0.406931744	0.017432104	0.498921196	0.000102743	0.000993185	6.85E-05	0.006404329	0	0.025959793	0.003287784	0.406931744	0.017432104	0.498715709	0.001130176	0.000102743	0	0.000993185	3.42E-05	0.006404329	0	0.025959793	0.003287784	0.006301586	0.346244734	0.003869996	0.000650707	0.001130176	0.000102743	0	0.000993185	0.239973972	0.000650707	0.031199699	0.00547964	0.023493955	0.243569985	3.42E-05	0.016918388	0.000102743	0	0.025959793	0.00972636	0.003287784	0	0.023493955	0.000205486	0.000445221	0.346210487	0.003904243	3.42E-05	0.011918216	0.001472653	0.004246721	0.056543032	0.000650707	0.000102743	0.001472653	0.001404158	0.003869996	0.000856194	0.000993185	0.002602829	0	0.000342477	0.13079215	0.000171239	0.000239734	0.075961506	0.006027604	0.024041919	0.012363437	0.002054865	0.006301586	0	0.000205486	0.015753964	0	3.42E-05	0.000102743	0.025959793	0.00972636	0.000205486	0.000239734	0	0.003287784	0.129696222	0.004657694	0.029692798
ZOZOW1T-4025-5	0.002039177	0.389235618	0.523017982	0.038188222	0	0.043069888	0.002039177	0.000308966	0.389173824	0.010319471	0.50905271	6.18E-05	0.000741519	0	0.005684978	0	0.043069888	0.007229809	0.389173824	0.010319471	0.508990916	0.001792004	6.18E-05	0	0.000741519	0.000308966	0.005684978	0	0.043069888	0.007229809	0.005623185	0.333992461	0.000679726	0.000308966	0.001792004	6.18E-05	0	0.000741519	0.226719397	0.001235865	0.029351789	0.005993944	0.019217698	0.271766669	6.18E-05	0.009948712	6.18E-05	0	0.043069888	0.008280294	0.007229809	0	0.019217698	0.000123586	0.00018538	0.333992461	0.004140147	0	0.017302107	0.000741519	0.0045727	0.064017796	0.001235865	6.18E-05	0.001050485	0.001112278	0.000679726	0.001421245	0.001235865	0.003460421	0	6.18E-05	0.153494408	0.000123586	0	0.076067478	0.006920843	0.02422295	0.01069023	0.001297658	0.005623185	0	0.000123586	0.023605018	0	6.18E-05	6.18E-05	0.043069888	0.008280294	0.000123586	0.000308966	0	0.007229809	0.102823951	0.003027869	0.028857443
ZOZOW1T-4026	0.018972365	0.210724246	0.576438773	0.048085862	0.004521254	0.124651399	0.018972365	4.23E-05	0.210681991	0.01470464	0.549649286	0.000211274	0.002450773	4.23E-05	0.015887771	0.004521254	0.124651399	0.008408688	0.210681991	0.01470464	0.549607031	0.018845601	0.000211274	4.23E-05	0.002450773	4.23E-05	0.015887771	0.004521254	0.124651399	0.008408688	0.015549734	0.161708781	0.000845094	0.000507057	0.018845601	0.000211274	4.23E-05	0.002450773	0.174638722	0.001183132	0.014746894	0.023240091	0.01094397	0.354136736	4.23E-05	0.01462013	0.000338038	0.004521254	0.124651399	0.018254035	0.008408688	0.004521254	0.01094397	0.000295783	0.000211274	0.161708781	0.003464886	4.23E-05	0.012296121	0.000633821	0.003084594	0.017113158	0.001183132	0.000126764	0.000126764	0.000845094	0.000845094	0.01829629	0.013606017	0.003211358	0	0	0.224668301	0.000422547	0	0.073354179	0.002324009	0.053071918	0.005873405	0.000211274	0.015549734	8.45E-05	0.000591566	0.00367616	0	4.23E-05	8.45E-05	0.124651399	0.018254035	0.000295783	0.000422547	0.002197245	0.008408688	0.067142736	0	0.057297389
ZOZOW1T-4026-1	0.002633827	0.325384396	0.487186788	0.096953303	0	0.07417426	0.002633827	7.12E-05	0.325384396	0.01089123	0.4586418	0.000427107	0.001352506	0	0.009325171	0	0.07417426	0.017796128	0.325384396	0.01089123	0.458570615	0.002562642	0.000427107	0	0.001352506	7.12E-05	0.009325171	0	0.07417426	0.017796128	0.009325171	0.261033599	0.020857062	0.000427107	0.002562642	0.000427107	0	0.001352506	0.196825171	0.000355923	0.023277335	0.006976082	0.033883827	0.22601082	7.12E-05	0.01089123	0	0	0.07417426	0.014094533	0.017796128	0	0.033883827	0.000711845	0.000213554	0.260962415	0.002064351	0.000213554	0.012030182	0.00363041	0.002776196	0.021212984	0.000355923	0.000427107	0.000498292	0.003132118	0.020857062	0.001850797	0.000498292	0.007545558	0	0.000427107	0.132901481	0.000142369	0.000142369	0.057374715	0.005979499	0.035734624	0.012101367	0.001637244	0.009325171	0	0.000142369	0.004199886	0	0	0	0.07417426	0.014094533	0.000213554	0.000640661	7.12E-05	0.017796128	0.110905467	0.000355923	0.031534738
ZOZOW1T-4026-2	0.002364687	0.397858644	0.5618103	0.001642144	0	0.035733053	0.002364687	0.000197057	0.397858644	0.001182344	0.54972412	0	0.001050972	6.57E-05	0.008539149	0	0.035733053	0.002299002	0.397858644	0.001182344	0.549461377	0.002299002	0	6.57E-05	0.001050972	0.000197057	0.008539149	0	0.035733053	0.002299002	0.00821072	0.332041513	0.000788229	0.001050972	0.002299002	0	6.57E-05	0.001050972	0.328231739	0.001050972	0.028901734	0.005123489	0.031791908	0.202312139	0.000197057	0.000853915	0.000328429	0	0.035733053	0.01596164	0.002299002	0	0.031791908	0.000591172	0.000525486	0.331975828	0.007291119	0	0.018654756	0.001116658	0.002299002	0.03501051	0.001050972	0.000197057	0.000525486	0.002299002	0.000788229	0.00170783	0.001050972	0.008013663	0	0.0004598	0.115475565	0.000591172	0.000197057	0.094915922	0.005123489	0.012348923	0.011626379	6.57E-05	0.00821072	0	0.000722543	0.027850762	0	0.000197057	0.000328429	0.035733053	0.01596164	0.000525486	0.000394115	0	0.002299002	0.174789806	0.002561745	0.036258539
ZOZOW1T-4026-3	0.001124157	0.540032476	0.346615039	0.068136398	0	0.041593805	0.001124157	0	0.539907569	0.021671247	0.338183862	0.000374719	0.000249813	0	0.00593305	0	0.041593805	0.002248314	0.539907569	0.021671247	0.338183862	0.001061704	0.000374719	0	0.000249813	0	0.00593305	0	0.041593805	0.002248314	0.00593305	0.468710967	0.000187359	0.000124906	0.001061704	0.000374719	0	0.000249813	0.15157382	0.000686985	0.028603547	0.024356732	0.016737447	0.179927554	0	0.021046715	0	0	0.041593805	0.005620784	0.002248314	0	0.016737447	0.000124906	0.000124906	0.468710967	0.002623033	0.000187359	0.008181364	0.000811891	0.001748688	0.049462903	0.000686985	0.000124906	0.000749438	0.001061704	0.000187359	0.000811891	0.000499625	0.001249063	0	0	0.089183113	0.000187359	6.25E-05	0.060579565	0.003997002	0.018860854	0.015051212	0.001686235	0.00593305	6.25E-05	0.000312266	0.013115164	0	0	0	0.041593805	0.005620784	0	0.000187359	6.25E-05	0.002248314	0.066075443	0.005183612	0.020734449
ZOZOW1T-4026-4	0.001935909	0.51293352	0.283136996	0.069692726	0	0.120561826	0.001935909	0.000164758	0.51293352	0.018576489	0.270532993	0.000205948	0.000617843	0	0.006755087	0	0.120561826	0.005066315	0.51293352	0.018576489	0.270450614	0.001935909	0.000205948	0	0.000617843	8.24E-05	0.006755087	0	0.120561826	0.005066315	0.006755087	0.429483483	8.24E-05	0.000411896	0.001935909	0.000205948	0	0.000617843	0.120232309	0.001359255	0.035340638	0.014869429	0.03138644	0.141321361	8.24E-05	0.017917456	0	0	0.120561826	0.007043414	0.005066315	0	0.03138644	0.000576654	0.000164758	0.429442293	0.005890106	4.12E-05	0.016928907	0.003089217	0.002265425	0.007743636	0.001359255	0.000288327	0.001112118	0.002059478	8.24E-05	0.001565203	0.000576654	0.002183046	4.12E-05	0.000123569	0.046379438	0.000617843	8.24E-05	0.036370376	0.006343191	0.044196392	0.013963259	0.001112118	0.006755087	4.12E-05	0.000700222	0.017052475	0	0	0	0.120561826	0.007043414	0.000247137	0.000247137	0.000123569	0.005066315	0.043866875	0.006878656	0.03793558
ZOZOW1T-4026-5	0.001373959	0.382169316	0.417584471	0.094704214	0	0.096254039	0.001373959	0.000109917	0.382158324	0.021104003	0.387830025	5.50E-05	0.0006595	7.69E-05	0.004330717	0	0.096254039	0.024654312	0.382158324	0.021104003	0.387764075	0.001319	5.50E-05	7.69E-05	0.0006595	9.89E-05	0.004330717	0	0.096254039	0.024654312	0.004308734	0.290344919	0.000692475	0.000274792	0.001319	5.50E-05	7.69E-05	0.0006595	0.189958012	0.001329992	0.029908329	0.010244235	0.050847458	0.183516894	9.89E-05	0.020301611	2.20E-05	0	0.096254039	0.011881993	0.024654312	0	0.050847458	0.000340742	0.000120908	0.290333927	0.004957242	2.20E-05	0.012816285	0.001549825	0.004781376	0.034414913	0.001329992	0.0001319	0.000516608	0.002857834	0.000692475	0.001099167	0.000846358	0.003000725	0	0.000318758	0.094473389	0.000296775	0.000153883	0.053936116	0.007496318	0.023445229	0.01133241	0.001428917	0.004308734	0	0.000351733	0.013014135	0	7.69E-05	2.20E-05	0.096254039	0.011881993	0.000153883	0.000164875	4.40E-05	0.024654312	0.102772099	0.001340984	0.028578338
ZOZOW1T-44	0.0055176	0.481819432	0.324147523	0.057697892	9.17E-05	0.1301909	0.0055176	0.000106989	0.481819432	0.010790652	0.291515735	0.002048084	0.01818821	0.001222737	0.0037752	9.17E-05	0.1301909	0.010561389	0.481819432	0.010790652	0.291454598	0.005288337	0.002048084	0.001192168	0.01818821	9.17E-05	0.0037752	9.17E-05	0.1301909	0.010561389	0.003759916	0.320555734	0.000993474	0.000978189	0.005288337	0.002048084	0.001192168	0.01818821	0.160377214	0.001528421	0.074143702	0.008910694	0.077643786	0.10455928	9.17E-05	0.010515536	1.53E-05	9.17E-05	0.1301909	0.022987452	0.010561389	9.17E-05	0.077643786	0.000917053	0.000412674	0.320555734	0.016140126	0.000825347	0.028764883	0.003576505	0.002246779	0.00076421	0.001528421	0.000427958	0.000947621	0.000213979	0.000993474	0.003224968	0.001283874	0.009950021	4.59E-05	0.000152842	0.025035536	0.001146316	0.000137558	0.038409219	0.010484968	0.023797515	0.044828588	0.002093937	0.003759916	0.000672505	0.000305684	0.006235958	0	9.17E-05	1.53E-05	0.1301909	0.022987452	0.000550232	0.001849389	0.017408715	0.010561389	0.074174271	4.59E-05	0.048894187
ZOZOW1T-46	0.002664114	0.549265287	0.372601257	0.014652625	0.000208134	0.060483703	0.002664114	0	0.549265287	0.000541148	0.351746243	0.000333014	0.01561004	0	0.001373684	0.000208134	0.060483703	0.00387129	0.549265287	0.000541148	0.351746243	0.002664114	0.000333014	0	0.01561004	0	0.001373684	0.000208134	0.060483703	0.00387129	0.001373684	0.358406527	0.001998085	0.001706698	0.002664114	0.000333014	0	0.01561004	0.228822379	0.004245931	0.058693752	0.003205262	0.12879324	0.099529617	0	0.000457895	0	0.000208134	0.060483703	0.015443533	0.00387129	0.000208134	0.12879324	0.000374641	0.000499521	0.358406527	0.013944969	0	0.074262165	0.001248803	0.000499521	0.000541148	0.004245931	0.000333014	0.001123923	0.000208134	0.001998085	0.000249761	0.002872247	0.025309079	4.16E-05	0	0.014985639	0.000707655	4.16E-05	0.055197103	0.006701911	0.016692337	0.03754735	8.33E-05	0.001373684	0.00012488	8.33E-05	0.004329185	0	0	0	0.060483703	0.015443533	0.001207176	0.002206219	0.015193773	0.00387129	0.064563127	0	0.064896141
ZOZOW1T-48b	0.017276967	0.402473053	0.4555271	0.034420151	3.82E-05	0.089366256	0.017276967	0.001872945	0.402473053	0.006211299	0.421412736	0.002637413	0.005485055	0.000133782	0.008734042	3.82E-05	0.089366256	0.018022322	0.402473053	0.006211299	0.421126061	0.016952068	0.002637413	0.000133782	0.005485055	0.001853834	0.008734042	3.82E-05	0.089366256	0.018022322	0.008676707	0.248929745	0.002140509	0.003898784	0.016952068	0.002637413	0.000133782	0.005485055	0.167437505	0.003497439	0.072987539	0.002618301	0.076809877	0.217548353	0.00181561	0.006039294	5.73E-05	3.82E-05	0.089366256	0.026488801	0.018022322	3.82E-05	0.076809877	0.002732971	0.000726244	0.248929745	0.026718141	0.001299595	0.065381087	0.000707132	0.003784114	0.001777387	0.003497439	0.000573351	0.001337818	0.000477792	0.002140509	0.008390031	0.003612109	0.009746961	0.000382234	0.000420457	0.054124302	0.002656525	0.000210229	0.044836022	0.010702546	0.068419846	0.031304946	0.00282853	0.008676707	0.000573351	0.000401345	0.001280483	0	0.00181561	5.73E-05	0.089366256	0.026488801	0.002962312	0.007874016	0.003382769	0.018022322	0.0400581	3.82E-05	0.086709732
ZOZOW1T-49	0.018825591	0.353989487	0.51856917	0.025684858	0.001025685	0.081007735	0.018825591	0.000299158	0.353989487	0.007799479	0.48743536	0.001752212	0.005213898	0.000812001	0.011047481	0.001025685	0.081007735	0.014573272	0.353989487	0.007799479	0.487157571	0.018547801	0.001752212	0.00068379	0.005213898	0.000256421	0.011047481	0.001025685	0.081007735	0.014573272	0.011026112	0.264840378	0.02224454	0.002158212	0.018547801	0.001752212	0.00068379	0.005213898	0.19327749	0.009914954	0.037181076	0.00314116	0.047822557	0.218321296	0.000213684	0.007414847	2.14E-05	0.001025685	0.081007735	0.041176973	0.014573272	0.001025685	0.047822557	0.001153895	0.000406	0.264840378	0.014295483	0.000576948	0.056583615	0.000576948	0.002200949	0.009167058	0.009914954	0.000534211	0.001581264	0.000705158	0.02224454	0.014765588	0.009615796	0.01515022	0.000235053	0.000491474	0.039296551	0.002158212	0.000320527	0.050130347	0.004423266	0.053527929	0.016218642	0.002243686	0.011026112	2.14E-05	0.000406	0.001453054	0.000812001	0.000213684	2.14E-05	0.081007735	0.041176973	0.001666738	0.003226634	0.003397581	0.014573272	0.05773751	0	0.111094491
ZOZOW1T-53	0.007641434	0.275292698	0.593328269	0.057377782	0.001541693	0.064170167	0.007641434	0.000312807	0.275292698	0.012624006	0.554964697	0.001094825	0.015774421	0.000156404	0.003664313	0.001541693	0.064170167	0.01861203	0.275292698	0.012624006	0.554942354	0.007462687	0.001094825	0.000156404	0.015774421	0.000312807	0.003664313	0.001541693	0.064170167	0.01861203	0.003664313	0.205357941	0.002390741	0.001161855	0.007462687	0.001094825	0.000156404	0.015774421	0.307690589	0.011909018	0.034408794	0.018701403	0.016601126	0.21449638	0.000290464	0.012400572	0	0.001541693	0.064170167	0.01715971	0.01861203	0.001541693	0.016601126	0.000647958	0.000312807	0.205357941	0.009741711	0.000178747	0.04723389	0.002837608	0.002457771	0.000402181	0.011909018	0.000826705	0.002323711	0.000871392	0.002390741	0.00563053	0.005228349	0.009898114	4.47E-05	8.94E-05	0.101818751	0.001050139	0.000692645	0.068862275	0.009585307	0.012199482	0.012624006	0.001072482	0.003664313	8.94E-05	0.000603271	0.076481366	0	0.000111717	0	0.064170167	0.01715971	0.000782018	0.001675753	0.013540084	0.01861203	0.09605416	0	0.094914648
ZOZOW1T-54	0.008419141	0.299134458	0.533838233	0.043003532	0.008593245	0.104673432	0.008419141	0.000261155	0.299134458	0.011689798	0.462717007	0.00169129	0.013331344	0.000136796	0.00448938	0.008593245	0.104673432	0.053039347	0.299134458	0.011689798	0.462592648	0.008170422	0.00169129	0.00012436	0.013331344	0.000211411	0.00448938	0.008593245	0.104673432	0.053039347	0.00448938	0.228871313	0.002375267	0.001741034	0.008170422	0.00169129	0.00012436	0.013331344	0.20486992	0.005459384	0.045577774	0.007474009	0.016975078	0.222255385	0.000211411	0.011540566	0	0.008593245	0.104673432	0.025680247	0.053039347	0.008593245	0.016975078	0.001405263	0.00046013	0.228871313	0.022160872	0.000621798	0.033440283	0.004738099	0.002114112	0.001206288	0.005459384	0.001081928	0.000808337	0.001206288	0.002375267	0.005347461	0.004974382	0.008493757	7.46E-05	0.000111924	0.096216983	0.001703726	0.000397951	0.071183405	0.009414018	0.043637766	0.011888773	0.000783465	0.00448938	6.22E-05	0.000957569	0.016042382	0	7.46E-05	0	0.104673432	0.025680247	0.001193852	0.002487191	0.011366463	0.053039347	0.067477491	0	0.072377257
ZOZOW1T-54b	0.009113505	0.392131757	0.49632196	0.033842987	0.003238683	0.064698351	0.009113505	0.000426803	0.392131757	0.020436344	0.449222967	0.001431046	0.025156285	0.00409229	0.00562376	0.003238683	0.064698351	0.015892144	0.392131757	0.020436344	0.449172755	0.008736913	0.001431046	0.004016972	0.025156285	0.000376591	0.00562376	0.003238683	0.064698351	0.015892144	0.00562376	0.276116593	0.000903819	0.001305516	0.008736913	0.001431046	0.004016972	0.025156285	0.228113781	0.009665838	0.054354648	0.021239738	0.038336974	0.189023625	0.000301273	0.020210389	0	0.003238683	0.064698351	0.020135071	0.015892144	0.003238683	0.038336974	0.000225955	0.000301273	0.276116593	0.017473827	0.000527228	0.029876227	0.003590168	0.006251412	0.003339108	0.009665838	0.002912304	0.00128041	0.000803394	0.000903819	0.005397806	0.008234792	0.00888755	0.000301273	0.000401697	0.104416158	0.001079561	0.000753182	0.06713364	0.014134719	0.020988677	0.016469584	0.000728076	0.00562376	0	0.000376591	0.03567573	0	0.000301273	0	0.064698351	0.020135071	0.001004243	0.002862092	0.019632949	0.015892144	0.074565037	0	0.055007406
ZOZOW1T-55	0.013122074	0.353434262	0.499069704	0.058755557	0.000470044	0.07428661	0.013122074	0.000548385	0.353434262	0.017176208	0.449284161	0.001703911	0.025637008	0.00109677	0.006286845	0.000470044	0.07428661	0.017313304	0.353434262	0.017176208	0.449225406	0.011202726	0.001703911	7.83E-05	0.025637008	0.000450459	0.006286845	0.000470044	0.07428661	0.017313304	0.006286845	0.268512897	0.0015864	0.001527644	0.011202726	0.001703911	7.83E-05	0.025637008	0.267122349	0.003917037	0.036428446	0.02424646	0.023482638	0.160794375	0.000372119	0.017039112	0	0.000470044	0.07428661	0.014160089	0.017313304	0.000470044	0.023482638	0.000626726	0.000430874	0.268512897	0.009792593	0.0005288	0.03474412	0.002350222	0.00374077	0.009596741	0.003917037	0.001351378	0.002565659	0.001273037	0.0015864	0.008597897	0.019604771	0.015119763	7.83E-05	0.000254607	0.091051529	0.001331793	0.000391704	0.057090817	0.011085215	0.015061008	0.011809867	0.000900919	0.006286845	0	0.000352533	0.033823616	1.96E-05	0.000293778	0	0.07428661	0.014160089	0.001077185	0.002291467	0.023423882	0.017313304	0.102450107	0	0.040384653
